city_code,year,week,day,date,hour,total_orders,delivered_orders
LIM,2018,28,Friday,7/13/2018,12,429,369
LIM,2018,28,Friday,7/13/2018,13,421,385
LIM,2018,28,Friday,7/13/2018,14,411,376
LIM,2018,28,Friday,7/13/2018,15,476,430
LIM,2018,28,Friday,7/13/2018,16,427,384
LIM,2018,28,Friday,7/13/2018,17,374,312
LIM,2018,28,Friday,7/13/2018,18,369,302
LIM,2018,28,Friday,7/13/2018,19,472,427
LIM,2018,28,Friday,7/13/2018,20,534,472
LIM,2018,28,Friday,7/13/2018,21,444,375
LIM,2018,28,Friday,7/13/2018,22,300,229
LIM,2018,28,Friday,7/13/2018,23,71,33
LIM,2018,28,Saturday,7/14/2018,6,9,4
LIM,2018,28,Saturday,7/14/2018,7,40,32
LIM,2018,28,Saturday,7/14/2018,8,164,141
LIM,2018,28,Saturday,7/14/2018,9,237,199
LIM,2018,28,Saturday,7/14/2018,10,229,192
LIM,2018,28,Saturday,7/14/2018,11,236,207
LIM,2018,28,Saturday,7/14/2018,12,446,407
LIM,2018,28,Saturday,7/14/2018,13,536,487
LIM,2018,28,Saturday,7/14/2018,14,472,431
LIM,2018,28,Saturday,7/14/2018,15,372,341
LIM,2018,28,Saturday,7/14/2018,16,313,274
LIM,2018,28,Saturday,7/14/2018,17,324,270
LIM,2018,28,Saturday,7/14/2018,18,335,284
LIM,2018,28,Saturday,7/14/2018,19,485,451
LIM,2018,28,Saturday,7/14/2018,20,613,546
LIM,2018,28,Saturday,7/14/2018,21,512,426
LIM,2018,28,Saturday,7/14/2018,22,335,249
LIM,2018,28,Saturday,7/14/2018,23,109,45
LIM,2018,28,Sunday,7/15/2018,6,8,4
LIM,2018,28,Sunday,7/15/2018,7,28,21
LIM,2018,28,Sunday,7/15/2018,8,132,110
LIM,2018,28,Sunday,7/15/2018,9,193,154
LIM,2018,28,Sunday,7/15/2018,10,243,179
LIM,2018,28,Sunday,7/15/2018,11,235,205
LIM,2018,28,Sunday,7/15/2018,12,579,532
LIM,2018,28,Sunday,7/15/2018,13,558,505
LIM,2018,28,Sunday,7/15/2018,14,514,476
LIM,2018,28,Sunday,7/15/2018,15,461,415
LIM,2018,28,Sunday,7/15/2018,16,354,300
LIM,2018,28,Sunday,7/15/2018,17,316,275
LIM,2018,28,Sunday,7/15/2018,18,364,310
LIM,2018,28,Sunday,7/15/2018,19,550,470
LIM,2018,28,Sunday,7/15/2018,20,473,395
LIM,2018,28,Sunday,7/15/2018,21,328,272
LIM,2018,28,Sunday,7/15/2018,22,169,109
LIM,2018,28,Sunday,7/15/2018,23,34,15
LIM,2018,29,Monday,7/16/2018,6,11,9
LIM,2018,29,Monday,7/16/2018,7,44,33
LIM,2018,29,Monday,7/16/2018,8,131,109
LIM,2018,29,Monday,7/16/2018,9,241,214
LIM,2018,29,Monday,7/16/2018,10,249,226
LIM,2018,29,Monday,7/16/2018,11,319,284
LIM,2018,29,Monday,7/16/2018,12,434,393
LIM,2018,29,Monday,7/16/2018,13,397,354
LIM,2018,29,Monday,7/16/2018,14,352,311
LIM,2018,29,Monday,7/16/2018,15,356,311
LIM,2018,29,Monday,7/16/2018,16,373,302
LIM,2018,29,Monday,7/16/2018,17,294,232
LIM,2018,29,Monday,7/16/2018,18,299,255
LIM,2018,29,Monday,7/16/2018,19,374,303
LIM,2018,29,Monday,7/16/2018,20,375,302
LIM,2018,29,Monday,7/16/2018,21,290,224
LIM,2018,29,Monday,7/16/2018,22,178,122
LIM,2018,29,Monday,7/16/2018,23,26,14
LIM,2018,29,Tuesday,7/17/2018,6,8,5
LIM,2018,29,Tuesday,7/17/2018,7,50,43
LIM,2018,29,Tuesday,7/17/2018,8,121,108
LIM,2018,29,Tuesday,7/17/2018,9,217,201
LIM,2018,29,Tuesday,7/17/2018,10,254,229
LIM,2018,29,Tuesday,7/17/2018,11,296,272
LIM,2018,29,Tuesday,7/17/2018,12,363,331
LIM,2018,29,Tuesday,7/17/2018,13,389,364
LIM,2018,29,Tuesday,7/17/2018,14,355,330
LIM,2018,29,Tuesday,7/17/2018,15,382,350
LIM,2018,29,Tuesday,7/17/2018,16,348,314
LIM,2018,29,Tuesday,7/17/2018,17,292,251
LIM,2018,29,Tuesday,7/17/2018,18,297,262
LIM,2018,29,Tuesday,7/17/2018,19,361,325
LIM,2018,29,Tuesday,7/17/2018,20,400,356
LIM,2018,29,Tuesday,7/17/2018,21,309,268
LIM,2018,29,Tuesday,7/17/2018,22,117,93
LIM,2018,29,Tuesday,7/17/2018,23,30,13
LIM,2018,29,Wednesday,7/18/2018,6,7,5
LIM,2018,29,Wednesday,7/18/2018,7,50,33
LIM,2018,29,Wednesday,7/18/2018,8,139,126
LIM,2018,29,Wednesday,7/18/2018,9,222,205
LIM,2018,29,Wednesday,7/18/2018,10,254,238
LIM,2018,29,Wednesday,7/18/2018,11,315,274
LIM,2018,29,Wednesday,7/18/2018,12,425,397
LIM,2018,29,Wednesday,7/18/2018,13,440,404
LIM,2018,29,Wednesday,7/18/2018,14,370,326
LIM,2018,29,Wednesday,7/18/2018,15,370,333
LIM,2018,29,Wednesday,7/18/2018,16,344,307
LIM,2018,29,Wednesday,7/18/2018,17,291,254
LIM,2018,29,Wednesday,7/18/2018,18,291,249
LIM,2018,29,Wednesday,7/18/2018,19,389,342
LIM,2018,29,Wednesday,7/18/2018,20,414,363
LIM,2018,29,Wednesday,7/18/2018,21,319,284
LIM,2018,29,Wednesday,7/18/2018,22,176,140
LIM,2018,29,Wednesday,7/18/2018,23,42,28
LIM,2018,29,Thursday,7/19/2018,6,6,4
LIM,2018,29,Thursday,7/19/2018,7,54,46
LIM,2018,29,Thursday,7/19/2018,8,152,138
LIM,2018,29,Thursday,7/19/2018,9,255,231
LIM,2018,29,Thursday,7/19/2018,10,282,258
LIM,2018,29,Thursday,7/19/2018,11,302,276
LIM,2018,29,Thursday,7/19/2018,12,451,416
LIM,2018,29,Thursday,7/19/2018,13,424,390
LIM,2018,29,Thursday,7/19/2018,14,421,376
LIM,2018,29,Thursday,7/19/2018,15,408,350
LIM,2018,29,Thursday,7/19/2018,16,353,303
LIM,2018,29,Thursday,7/19/2018,17,328,282
LIM,2018,29,Thursday,7/19/2018,18,330,280
LIM,2018,29,Thursday,7/19/2018,19,418,349
LIM,2018,29,Thursday,7/19/2018,20,467,411
LIM,2018,29,Thursday,7/19/2018,21,410,348
LIM,2018,29,Thursday,7/19/2018,22,207,173
LIM,2018,29,Thursday,7/19/2018,23,73,50
LIM,2018,29,Friday,7/20/2018,0,29,9
LIM,2018,29,Friday,7/20/2018,1,6,2
LIM,2018,29,Friday,7/20/2018,2,1,0
LIM,2018,29,Friday,7/20/2018,6,6,6
LIM,2018,29,Friday,7/20/2018,7,60,51
LIM,2018,29,Friday,7/20/2018,8,157,135
LIM,2018,29,Friday,7/20/2018,9,262,236
LIM,2018,29,Friday,7/20/2018,10,342,304
LIM,2018,29,Friday,7/20/2018,11,336,298
LIM,2018,29,Friday,7/20/2018,12,534,463
LIM,2018,29,Friday,7/20/2018,13,479,431
LIM,2018,29,Friday,7/20/2018,14,470,418
LIM,2018,29,Friday,7/20/2018,15,469,430
LIM,2018,29,Friday,7/20/2018,16,399,353
LIM,2018,29,Friday,7/20/2018,17,366,321
LIM,2018,29,Friday,7/20/2018,18,382,329
LIM,2018,29,Friday,7/20/2018,19,475,439
LIM,2018,29,Friday,7/20/2018,20,615,550
LIM,2018,29,Friday,7/20/2018,21,464,413
LIM,2018,29,Friday,7/20/2018,22,282,239
LIM,2018,29,Friday,7/20/2018,23,123,93
LIM,2018,29,Saturday,7/21/2018,0,48,19
LIM,2018,29,Saturday,7/21/2018,1,26,13
LIM,2018,29,Saturday,7/21/2018,6,5,2
LIM,2018,29,Saturday,7/21/2018,7,50,36
LIM,2018,29,Saturday,7/21/2018,8,118,100
LIM,2018,29,Saturday,7/21/2018,9,169,150
LIM,2018,29,Saturday,7/21/2018,10,225,199
LIM,2018,29,Saturday,7/21/2018,11,251,209
LIM,2018,29,Saturday,7/21/2018,12,423,384
LIM,2018,29,Saturday,7/21/2018,13,521,462
LIM,2018,29,Saturday,7/21/2018,14,488,420
LIM,2018,29,Saturday,7/21/2018,15,369,324
LIM,2018,29,Saturday,7/21/2018,16,330,280
LIM,2018,29,Saturday,7/21/2018,17,303,264
LIM,2018,29,Saturday,7/21/2018,18,375,333
LIM,2018,29,Saturday,7/21/2018,19,516,472
LIM,2018,29,Saturday,7/21/2018,20,563,512
LIM,2018,29,Saturday,7/21/2018,21,560,476
LIM,2018,29,Saturday,7/21/2018,22,315,248
LIM,2018,29,Saturday,7/21/2018,23,153,101
LIM,2018,29,Sunday,7/22/2018,0,69,34
LIM,2018,29,Sunday,7/22/2018,1,30,9
LIM,2018,29,Sunday,7/22/2018,6,2,0
LIM,2018,29,Sunday,7/22/2018,7,30,23
LIM,2018,29,Sunday,7/22/2018,8,95,80
LIM,2018,29,Sunday,7/22/2018,9,140,131
LIM,2018,29,Sunday,7/22/2018,10,188,168
LIM,2018,29,Sunday,7/22/2018,11,208,172
LIM,2018,29,Sunday,7/22/2018,12,484,447
LIM,2018,29,Sunday,7/22/2018,13,593,551
LIM,2018,29,Sunday,7/22/2018,14,535,482
LIM,2018,29,Sunday,7/22/2018,15,428,381
LIM,2018,29,Sunday,7/22/2018,16,328,285
LIM,2018,29,Sunday,7/22/2018,17,302,256
LIM,2018,29,Sunday,7/22/2018,18,374,323
LIM,2018,29,Sunday,7/22/2018,19,514,462
LIM,2018,29,Sunday,7/22/2018,20,520,471
LIM,2018,29,Sunday,7/22/2018,21,389,330
LIM,2018,29,Sunday,7/22/2018,22,253,150
LIM,2018,29,Sunday,7/22/2018,23,96,51
LIM,2018,30,Monday,7/23/2018,0,25,11
LIM,2018,30,Monday,7/23/2018,1,4,2
LIM,2018,30,Monday,7/23/2018,6,8,8
LIM,2018,30,Monday,7/23/2018,7,34,30
LIM,2018,30,Monday,7/23/2018,8,140,125
LIM,2018,30,Monday,7/23/2018,9,231,214
LIM,2018,30,Monday,7/23/2018,10,254,230
LIM,2018,30,Monday,7/23/2018,11,291,269
LIM,2018,30,Monday,7/23/2018,12,422,383
LIM,2018,30,Monday,7/23/2018,13,352,313
LIM,2018,30,Monday,7/23/2018,14,351,311
LIM,2018,30,Monday,7/23/2018,15,383,338
LIM,2018,30,Monday,7/23/2018,16,337,291
LIM,2018,30,Monday,7/23/2018,17,305,263
LIM,2018,30,Monday,7/23/2018,18,316,254
LIM,2018,30,Monday,7/23/2018,19,409,322
LIM,2018,30,Monday,7/23/2018,20,413,312
LIM,2018,30,Monday,7/23/2018,21,338,234
LIM,2018,30,Monday,7/23/2018,22,197,128
LIM,2018,30,Monday,7/23/2018,23,48,24
LIM,2018,30,Tuesday,7/24/2018,0,23,11
LIM,2018,30,Tuesday,7/24/2018,1,5,1
LIM,2018,30,Tuesday,7/24/2018,6,8,7
LIM,2018,30,Tuesday,7/24/2018,7,53,48
LIM,2018,30,Tuesday,7/24/2018,8,122,108
LIM,2018,30,Tuesday,7/24/2018,9,235,211
LIM,2018,30,Tuesday,7/24/2018,10,267,239
LIM,2018,30,Tuesday,7/24/2018,11,305,273
LIM,2018,30,Tuesday,7/24/2018,12,431,385
LIM,2018,30,Tuesday,7/24/2018,13,425,362
LIM,2018,30,Tuesday,7/24/2018,14,409,357
LIM,2018,30,Tuesday,7/24/2018,15,392,344
LIM,2018,30,Tuesday,7/24/2018,16,326,286
LIM,2018,30,Tuesday,7/24/2018,17,325,275
LIM,2018,30,Tuesday,7/24/2018,18,306,262
LIM,2018,30,Tuesday,7/24/2018,19,422,369
LIM,2018,30,Tuesday,7/24/2018,20,427,369
LIM,2018,30,Tuesday,7/24/2018,21,306,250
LIM,2018,30,Tuesday,7/24/2018,22,171,122
LIM,2018,30,Tuesday,7/24/2018,23,48,24
LIM,2018,30,Wednesday,7/25/2018,0,17,10
LIM,2018,30,Wednesday,7/25/2018,1,9,4
LIM,2018,30,Wednesday,7/25/2018,6,9,7
LIM,2018,30,Wednesday,7/25/2018,7,45,36
LIM,2018,30,Wednesday,7/25/2018,8,143,131
LIM,2018,30,Wednesday,7/25/2018,9,239,209
LIM,2018,30,Wednesday,7/25/2018,10,301,271
LIM,2018,30,Wednesday,7/25/2018,11,335,293
LIM,2018,30,Wednesday,7/25/2018,12,452,393
LIM,2018,30,Wednesday,7/25/2018,13,403,340
LIM,2018,30,Wednesday,7/25/2018,14,428,362
LIM,2018,30,Wednesday,7/25/2018,15,404,351
LIM,2018,30,Wednesday,7/25/2018,16,359,303
LIM,2018,30,Wednesday,7/25/2018,17,320,264
LIM,2018,30,Wednesday,7/25/2018,18,327,262
LIM,2018,30,Wednesday,7/25/2018,19,446,387
LIM,2018,30,Wednesday,7/25/2018,20,454,370
LIM,2018,30,Wednesday,7/25/2018,21,339,256
LIM,2018,30,Wednesday,7/25/2018,22,207,122
LIM,2018,30,Wednesday,7/25/2018,23,80,38
LIM,2018,30,Thursday,7/26/2018,0,39,13
LIM,2018,30,Thursday,7/26/2018,1,9,4
LIM,2018,30,Thursday,7/26/2018,6,6,6
LIM,2018,30,Thursday,7/26/2018,7,44,36
LIM,2018,30,Thursday,7/26/2018,8,129,111
LIM,2018,30,Thursday,7/26/2018,9,287,264
LIM,2018,30,Thursday,7/26/2018,10,330,293
LIM,2018,30,Thursday,7/26/2018,11,327,277
LIM,2018,30,Thursday,7/26/2018,12,442,399
LIM,2018,30,Thursday,7/26/2018,13,411,364
LIM,2018,30,Thursday,7/26/2018,14,416,362
LIM,2018,30,Thursday,7/26/2018,15,417,357
LIM,2018,30,Thursday,7/26/2018,16,378,319
LIM,2018,30,Thursday,7/26/2018,17,364,287
LIM,2018,30,Thursday,7/26/2018,18,395,315
LIM,2018,30,Thursday,7/26/2018,19,454,376
LIM,2018,30,Thursday,7/26/2018,20,522,410
LIM,2018,30,Thursday,7/26/2018,21,392,297
LIM,2018,30,Thursday,7/26/2018,22,213,160
LIM,2018,30,Thursday,7/26/2018,23,75,48
LIM,2018,30,Friday,7/27/2018,0,38,24
LIM,2018,30,Friday,7/27/2018,1,13,6
LIM,2018,30,Friday,7/27/2018,6,9,7
LIM,2018,30,Friday,7/27/2018,7,46,41
LIM,2018,30,Friday,7/27/2018,8,132,121
LIM,2018,30,Friday,7/27/2018,9,224,195
LIM,2018,30,Friday,7/27/2018,10,260,231
LIM,2018,30,Friday,7/27/2018,11,252,217
LIM,2018,30,Friday,7/27/2018,12,445,392
LIM,2018,30,Friday,7/27/2018,13,475,431
LIM,2018,30,Friday,7/27/2018,14,410,379
LIM,2018,30,Friday,7/27/2018,15,345,305
LIM,2018,30,Friday,7/27/2018,16,307,258
LIM,2018,30,Friday,7/27/2018,17,301,255
LIM,2018,30,Friday,7/27/2018,18,352,302
LIM,2018,30,Friday,7/27/2018,19,447,392
LIM,2018,30,Friday,7/27/2018,20,478,445
LIM,2018,30,Friday,7/27/2018,21,453,393
LIM,2018,30,Friday,7/27/2018,22,252,209
LIM,2018,30,Friday,7/27/2018,23,96,68
LIM,2018,30,Saturday,7/28/2018,0,53,39
LIM,2018,30,Saturday,7/28/2018,1,23,9
LIM,2018,30,Saturday,7/28/2018,6,5,3
LIM,2018,30,Saturday,7/28/2018,7,34,30
LIM,2018,30,Saturday,7/28/2018,8,86,80
LIM,2018,30,Saturday,7/28/2018,9,158,148
LIM,2018,30,Saturday,7/28/2018,10,170,155
LIM,2018,30,Saturday,7/28/2018,11,188,169
LIM,2018,30,Saturday,7/28/2018,12,394,357
LIM,2018,30,Saturday,7/28/2018,13,480,418
LIM,2018,30,Saturday,7/28/2018,14,418,371
LIM,2018,30,Saturday,7/28/2018,15,352,301
LIM,2018,30,Saturday,7/28/2018,16,269,234
LIM,2018,30,Saturday,7/28/2018,17,277,221
LIM,2018,30,Saturday,7/28/2018,18,262,233
LIM,2018,30,Saturday,7/28/2018,19,392,341
LIM,2018,30,Saturday,7/28/2018,20,508,444
LIM,2018,30,Saturday,7/28/2018,21,495,427
LIM,2018,30,Saturday,7/28/2018,22,298,253
LIM,2018,30,Saturday,7/28/2018,23,127,100
LIM,2018,30,Sunday,7/29/2018,0,56,36
LIM,2018,30,Sunday,7/29/2018,1,25,17
LIM,2018,30,Sunday,7/29/2018,6,1,1
LIM,2018,30,Sunday,7/29/2018,7,28,22
LIM,2018,30,Sunday,7/29/2018,8,71,67
LIM,2018,30,Sunday,7/29/2018,9,138,131
LIM,2018,30,Sunday,7/29/2018,10,191,177
LIM,2018,30,Sunday,7/29/2018,11,163,144
LIM,2018,30,Sunday,7/29/2018,12,409,364
LIM,2018,30,Sunday,7/29/2018,13,607,553
LIM,2018,30,Sunday,7/29/2018,14,500,452
LIM,2018,30,Sunday,7/29/2018,15,433,384
LIM,2018,30,Sunday,7/29/2018,16,315,271
LIM,2018,30,Sunday,7/29/2018,17,279,239
LIM,2018,30,Sunday,7/29/2018,18,401,349
LIM,2018,30,Sunday,7/29/2018,19,485,416
LIM,2018,30,Sunday,7/29/2018,20,515,452
LIM,2018,30,Sunday,7/29/2018,21,374,323
LIM,2018,30,Sunday,7/29/2018,22,182,138
LIM,2018,30,Sunday,7/29/2018,23,52,29
LIM,2018,31,Monday,7/30/2018,0,14,8
LIM,2018,31,Monday,7/30/2018,1,7,5
LIM,2018,31,Monday,7/30/2018,6,2,1
LIM,2018,31,Monday,7/30/2018,7,45,35
LIM,2018,31,Monday,7/30/2018,8,129,122
LIM,2018,31,Monday,7/30/2018,9,221,204
LIM,2018,31,Monday,7/30/2018,10,244,222
LIM,2018,31,Monday,7/30/2018,11,247,219
LIM,2018,31,Monday,7/30/2018,12,443,408
LIM,2018,31,Monday,7/30/2018,13,324,302
LIM,2018,31,Monday,7/30/2018,14,366,335
LIM,2018,31,Monday,7/30/2018,15,370,333
LIM,2018,31,Monday,7/30/2018,16,324,281
LIM,2018,31,Monday,7/30/2018,17,273,216
LIM,2018,31,Monday,7/30/2018,18,262,213
LIM,2018,31,Monday,7/30/2018,19,387,339
LIM,2018,31,Monday,7/30/2018,20,414,369
LIM,2018,31,Monday,7/30/2018,21,292,260
LIM,2018,31,Monday,7/30/2018,22,137,108
LIM,2018,31,Monday,7/30/2018,23,79,17
LIM,2018,31,Tuesday,7/31/2018,0,23,12
LIM,2018,31,Tuesday,7/31/2018,1,4,2
LIM,2018,31,Tuesday,7/31/2018,6,4,2
LIM,2018,31,Tuesday,7/31/2018,7,31,29
LIM,2018,31,Tuesday,7/31/2018,8,116,110
LIM,2018,31,Tuesday,7/31/2018,9,212,196
LIM,2018,31,Tuesday,7/31/2018,10,282,260
LIM,2018,31,Tuesday,7/31/2018,11,279,259
LIM,2018,31,Tuesday,7/31/2018,12,374,338
LIM,2018,31,Tuesday,7/31/2018,13,401,363
LIM,2018,31,Tuesday,7/31/2018,14,347,320
LIM,2018,31,Tuesday,7/31/2018,15,370,327
LIM,2018,31,Tuesday,7/31/2018,16,293,259
LIM,2018,31,Tuesday,7/31/2018,17,281,241
LIM,2018,31,Tuesday,7/31/2018,18,289,263
LIM,2018,31,Tuesday,7/31/2018,19,348,309
LIM,2018,31,Tuesday,7/31/2018,20,402,351
LIM,2018,31,Tuesday,7/31/2018,21,261,235
LIM,2018,31,Tuesday,7/31/2018,22,149,115
LIM,2018,31,Tuesday,7/31/2018,23,58,42
LIM,2018,31,Wednesday,8/1/2018,0,23,16
LIM,2018,31,Wednesday,8/1/2018,1,13,7
LIM,2018,31,Wednesday,8/1/2018,2,1,0
LIM,2018,31,Wednesday,8/1/2018,6,4,3
LIM,2018,31,Wednesday,8/1/2018,7,24,24
LIM,2018,31,Wednesday,8/1/2018,8,118,108
LIM,2018,31,Wednesday,8/1/2018,9,257,243
LIM,2018,31,Wednesday,8/1/2018,10,297,272
LIM,2018,31,Wednesday,8/1/2018,11,327,306
LIM,2018,31,Wednesday,8/1/2018,12,432,401
LIM,2018,31,Wednesday,8/1/2018,13,373,332
LIM,2018,31,Wednesday,8/1/2018,14,372,332
LIM,2018,31,Wednesday,8/1/2018,15,342,308
LIM,2018,31,Wednesday,8/1/2018,16,348,305
LIM,2018,31,Wednesday,8/1/2018,17,297,262
LIM,2018,31,Wednesday,8/1/2018,18,310,276
LIM,2018,31,Wednesday,8/1/2018,19,388,339
LIM,2018,31,Wednesday,8/1/2018,20,442,400
LIM,2018,31,Wednesday,8/1/2018,21,353,298
LIM,2018,31,Wednesday,8/1/2018,22,187,133
LIM,2018,31,Wednesday,8/1/2018,23,53,39
LIM,2018,31,Thursday,8/2/2018,0,32,25
LIM,2018,31,Thursday,8/2/2018,1,13,3
LIM,2018,31,Thursday,8/2/2018,6,9,6
LIM,2018,31,Thursday,8/2/2018,7,48,39
LIM,2018,31,Thursday,8/2/2018,8,118,110
LIM,2018,31,Thursday,8/2/2018,9,227,215
LIM,2018,31,Thursday,8/2/2018,10,326,302
LIM,2018,31,Thursday,8/2/2018,11,336,307
LIM,2018,31,Thursday,8/2/2018,12,453,415
LIM,2018,31,Thursday,8/2/2018,13,373,350
LIM,2018,31,Thursday,8/2/2018,14,397,370
LIM,2018,31,Thursday,8/2/2018,15,394,369
LIM,2018,31,Thursday,8/2/2018,16,341,309
LIM,2018,31,Thursday,8/2/2018,17,285,255
LIM,2018,31,Thursday,8/2/2018,18,310,280
LIM,2018,31,Thursday,8/2/2018,19,406,357
LIM,2018,31,Thursday,8/2/2018,20,461,403
LIM,2018,31,Thursday,8/2/2018,21,368,327
LIM,2018,31,Thursday,8/2/2018,22,186,152
LIM,2018,31,Thursday,8/2/2018,23,67,44
LIM,2018,31,Friday,8/3/2018,0,27,21
LIM,2018,31,Friday,8/3/2018,1,10,7
LIM,2018,31,Friday,8/3/2018,6,5,4
LIM,2018,31,Friday,8/3/2018,7,47,39
LIM,2018,31,Friday,8/3/2018,8,129,111
LIM,2018,31,Friday,8/3/2018,9,238,219
LIM,2018,31,Friday,8/3/2018,10,331,306
LIM,2018,31,Friday,8/3/2018,11,322,300
LIM,2018,31,Friday,8/3/2018,12,450,417
LIM,2018,31,Friday,8/3/2018,13,445,417
LIM,2018,31,Friday,8/3/2018,14,449,412
LIM,2018,31,Friday,8/3/2018,15,442,413
LIM,2018,31,Friday,8/3/2018,16,404,372
LIM,2018,31,Friday,8/3/2018,17,333,285
LIM,2018,31,Friday,8/3/2018,18,362,321
LIM,2018,31,Friday,8/3/2018,19,502,453
LIM,2018,31,Friday,8/3/2018,20,616,545
LIM,2018,31,Friday,8/3/2018,21,492,436
LIM,2018,31,Friday,8/3/2018,22,243,207
LIM,2018,31,Friday,8/3/2018,23,104,86
LIM,2018,31,Saturday,8/4/2018,0,63,43
LIM,2018,31,Saturday,8/4/2018,1,25,20
LIM,2018,31,Saturday,8/4/2018,6,4,4
LIM,2018,31,Saturday,8/4/2018,7,32,28
LIM,2018,31,Saturday,8/4/2018,8,100,95
LIM,2018,31,Saturday,8/4/2018,9,182,162
LIM,2018,31,Saturday,8/4/2018,10,216,183
LIM,2018,31,Saturday,8/4/2018,11,256,207
LIM,2018,31,Saturday,8/4/2018,12,435,383
LIM,2018,31,Saturday,8/4/2018,13,533,471
LIM,2018,31,Saturday,8/4/2018,14,449,396
LIM,2018,31,Saturday,8/4/2018,15,364,331
LIM,2018,31,Saturday,8/4/2018,16,319,272
LIM,2018,31,Saturday,8/4/2018,17,287,253
LIM,2018,31,Saturday,8/4/2018,18,338,298
LIM,2018,31,Saturday,8/4/2018,19,487,437
LIM,2018,31,Saturday,8/4/2018,20,613,571
LIM,2018,31,Saturday,8/4/2018,21,540,490
LIM,2018,31,Saturday,8/4/2018,22,383,339
LIM,2018,31,Saturday,8/4/2018,23,150,112
LIM,2018,31,Sunday,8/5/2018,0,65,46
LIM,2018,31,Sunday,8/5/2018,1,38,20
LIM,2018,31,Sunday,8/5/2018,6,2,1
LIM,2018,31,Sunday,8/5/2018,7,25,16
LIM,2018,31,Sunday,8/5/2018,8,115,106
LIM,2018,31,Sunday,8/5/2018,9,150,130
LIM,2018,31,Sunday,8/5/2018,10,192,171
LIM,2018,31,Sunday,8/5/2018,11,214,191
LIM,2018,31,Sunday,8/5/2018,12,445,412
LIM,2018,31,Sunday,8/5/2018,13,613,566
LIM,2018,31,Sunday,8/5/2018,14,571,524
LIM,2018,31,Sunday,8/5/2018,15,479,444
LIM,2018,31,Sunday,8/5/2018,16,355,315
LIM,2018,31,Sunday,8/5/2018,17,332,293
LIM,2018,31,Sunday,8/5/2018,18,336,294
LIM,2018,31,Sunday,8/5/2018,19,510,462
LIM,2018,31,Sunday,8/5/2018,20,511,468
LIM,2018,31,Sunday,8/5/2018,21,400,356
LIM,2018,31,Sunday,8/5/2018,22,170,144
LIM,2018,31,Sunday,8/5/2018,23,61,30
LIM,2018,32,Monday,8/6/2018,0,26,17
LIM,2018,32,Monday,8/6/2018,1,4,2
LIM,2018,32,Monday,8/6/2018,6,7,4
LIM,2018,32,Monday,8/6/2018,7,47,40
LIM,2018,32,Monday,8/6/2018,8,126,114
LIM,2018,32,Monday,8/6/2018,9,234,210
LIM,2018,32,Monday,8/6/2018,10,250,237
LIM,2018,32,Monday,8/6/2018,11,291,269
LIM,2018,32,Monday,8/6/2018,12,406,358
LIM,2018,32,Monday,8/6/2018,13,369,339
LIM,2018,32,Monday,8/6/2018,14,357,320
LIM,2018,32,Monday,8/6/2018,15,368,325
LIM,2018,32,Monday,8/6/2018,16,349,305
LIM,2018,32,Monday,8/6/2018,17,286,244
LIM,2018,32,Monday,8/6/2018,18,271,223
LIM,2018,32,Monday,8/6/2018,19,399,345
LIM,2018,32,Monday,8/6/2018,20,405,360
LIM,2018,32,Monday,8/6/2018,21,291,250
LIM,2018,32,Monday,8/6/2018,22,139,114
LIM,2018,32,Monday,8/6/2018,23,49,34
LIM,2018,32,Tuesday,8/7/2018,0,21,14
LIM,2018,32,Tuesday,8/7/2018,1,7,3
LIM,2018,32,Tuesday,8/7/2018,6,3,3
LIM,2018,32,Tuesday,8/7/2018,7,38,29
LIM,2018,32,Tuesday,8/7/2018,8,105,96
LIM,2018,32,Tuesday,8/7/2018,9,220,201
LIM,2018,32,Tuesday,8/7/2018,10,284,262
LIM,2018,32,Tuesday,8/7/2018,11,327,299
LIM,2018,32,Tuesday,8/7/2018,12,444,393
LIM,2018,32,Tuesday,8/7/2018,13,369,333
LIM,2018,32,Tuesday,8/7/2018,14,343,311
LIM,2018,32,Tuesday,8/7/2018,15,378,346
LIM,2018,32,Tuesday,8/7/2018,16,367,327
LIM,2018,32,Tuesday,8/7/2018,17,284,249
LIM,2018,32,Tuesday,8/7/2018,18,240,205
LIM,2018,32,Tuesday,8/7/2018,19,320,292
LIM,2018,32,Tuesday,8/7/2018,20,426,375
LIM,2018,32,Tuesday,8/7/2018,21,311,272
LIM,2018,32,Tuesday,8/7/2018,22,169,124
LIM,2018,32,Tuesday,8/7/2018,23,60,35
LIM,2018,32,Wednesday,8/8/2018,0,21,14
LIM,2018,32,Wednesday,8/8/2018,1,10,8
LIM,2018,32,Wednesday,8/8/2018,6,3,2
LIM,2018,32,Wednesday,8/8/2018,7,55,50
LIM,2018,32,Wednesday,8/8/2018,8,140,131
LIM,2018,32,Wednesday,8/8/2018,9,222,206
LIM,2018,32,Wednesday,8/8/2018,10,293,267
LIM,2018,32,Wednesday,8/8/2018,11,350,321
LIM,2018,32,Wednesday,8/8/2018,12,422,377
LIM,2018,32,Wednesday,8/8/2018,13,375,347
LIM,2018,32,Wednesday,8/8/2018,14,349,324
LIM,2018,32,Wednesday,8/8/2018,15,344,323
LIM,2018,32,Wednesday,8/8/2018,16,344,319
LIM,2018,32,Wednesday,8/8/2018,17,282,254
LIM,2018,32,Wednesday,8/8/2018,18,295,265
