city_code,year,week,day,date,hour,total_orders,delivered_orders
LIM,2018,1,Monday,1/1/2018,13,16,13
LIM,2018,1,Monday,1/1/2018,14,9,9
LIM,2018,1,Monday,1/1/2018,15,7,5
LIM,2018,1,Monday,1/1/2018,16,3,2
LIM,2018,1,Monday,1/1/2018,17,4,4
LIM,2018,1,Monday,1/1/2018,18,11,10
LIM,2018,1,Monday,1/1/2018,19,16,14
LIM,2018,1,Monday,1/1/2018,20,13,11
LIM,2018,1,Monday,1/1/2018,21,8,7
LIM,2018,1,Monday,1/1/2018,22,1,1
LIM,2018,1,Tuesday,1/2/2018,9,1,1
LIM,2018,1,Tuesday,1/2/2018,10,4,2
LIM,2018,1,Tuesday,1/2/2018,11,12,9
LIM,2018,1,Tuesday,1/2/2018,12,6,5
LIM,2018,1,Tuesday,1/2/2018,13,12,10
LIM,2018,1,Tuesday,1/2/2018,14,10,9
LIM,2018,1,Tuesday,1/2/2018,15,3,3
LIM,2018,1,Tuesday,1/2/2018,16,2,1
LIM,2018,1,Tuesday,1/2/2018,17,5,4
LIM,2018,1,Tuesday,1/2/2018,18,5,4
LIM,2018,1,Tuesday,1/2/2018,19,13,8
LIM,2018,1,Tuesday,1/2/2018,20,20,17
LIM,2018,1,Tuesday,1/2/2018,21,7,7
LIM,2018,1,Tuesday,1/2/2018,22,6,5
LIM,2018,1,Tuesday,1/2/2018,23,2,0
LIM,2018,1,Wednesday,1/3/2018,10,6,4
LIM,2018,1,Wednesday,1/3/2018,11,2,2
LIM,2018,1,Wednesday,1/3/2018,12,6,6
LIM,2018,1,Wednesday,1/3/2018,13,7,7
LIM,2018,1,Wednesday,1/3/2018,14,7,5
LIM,2018,1,Wednesday,1/3/2018,15,5,4
LIM,2018,1,Wednesday,1/3/2018,16,2,2
LIM,2018,1,Wednesday,1/3/2018,18,7,7
LIM,2018,1,Wednesday,1/3/2018,19,10,10
LIM,2018,1,Wednesday,1/3/2018,20,24,22
LIM,2018,1,Wednesday,1/3/2018,21,10,10
LIM,2018,1,Wednesday,1/3/2018,22,3,2
LIM,2018,1,Wednesday,1/3/2018,23,1,1
LIM,2018,1,Thursday,1/4/2018,9,3,3
LIM,2018,1,Thursday,1/4/2018,10,4,4
LIM,2018,1,Thursday,1/4/2018,11,2,1
LIM,2018,1,Thursday,1/4/2018,12,5,4
LIM,2018,1,Thursday,1/4/2018,13,7,7
LIM,2018,1,Thursday,1/4/2018,14,4,4
LIM,2018,1,Thursday,1/4/2018,15,1,1
LIM,2018,1,Thursday,1/4/2018,16,5,5
LIM,2018,1,Thursday,1/4/2018,17,1,1
LIM,2018,1,Thursday,1/4/2018,18,6,6
LIM,2018,1,Thursday,1/4/2018,19,18,15
LIM,2018,1,Thursday,1/4/2018,20,16,16
LIM,2018,1,Thursday,1/4/2018,21,12,11
LIM,2018,1,Thursday,1/4/2018,22,8,7
LIM,2018,1,Thursday,1/4/2018,23,1,1
LIM,2018,1,Friday,1/5/2018,9,2,1
LIM,2018,1,Friday,1/5/2018,10,5,4
LIM,2018,1,Friday,1/5/2018,11,5,5
LIM,2018,1,Friday,1/5/2018,12,9,9
LIM,2018,1,Friday,1/5/2018,13,11,11
LIM,2018,1,Friday,1/5/2018,14,7,7
LIM,2018,1,Friday,1/5/2018,15,1,0
LIM,2018,1,Friday,1/5/2018,17,10,9
LIM,2018,1,Friday,1/5/2018,18,7,7
LIM,2018,1,Friday,1/5/2018,19,15,14
LIM,2018,1,Friday,1/5/2018,20,16,16
LIM,2018,1,Friday,1/5/2018,21,19,19
LIM,2018,1,Friday,1/5/2018,22,8,8
LIM,2018,1,Friday,1/5/2018,23,2,2
LIM,2018,1,Saturday,1/6/2018,10,4,4
LIM,2018,1,Saturday,1/6/2018,11,3,3
LIM,2018,1,Saturday,1/6/2018,12,2,2
LIM,2018,1,Saturday,1/6/2018,13,13,13
LIM,2018,1,Saturday,1/6/2018,14,7,6
LIM,2018,1,Saturday,1/6/2018,15,7,7
LIM,2018,1,Saturday,1/6/2018,16,7,7
LIM,2018,1,Saturday,1/6/2018,17,1,1
LIM,2018,1,Saturday,1/6/2018,18,5,5
LIM,2018,1,Saturday,1/6/2018,19,10,8
LIM,2018,1,Saturday,1/6/2018,20,18,16
LIM,2018,1,Saturday,1/6/2018,21,15,14
LIM,2018,1,Saturday,1/6/2018,22,13,12
LIM,2018,1,Saturday,1/6/2018,23,4,2
LIM,2018,1,Sunday,1/7/2018,10,3,3
LIM,2018,1,Sunday,1/7/2018,11,7,7
LIM,2018,1,Sunday,1/7/2018,12,14,14
LIM,2018,1,Sunday,1/7/2018,13,15,13
LIM,2018,1,Sunday,1/7/2018,14,21,20
LIM,2018,1,Sunday,1/7/2018,15,16,12
LIM,2018,1,Sunday,1/7/2018,16,11,8
LIM,2018,1,Sunday,1/7/2018,17,8,7
LIM,2018,1,Sunday,1/7/2018,18,3,3
LIM,2018,1,Sunday,1/7/2018,19,22,21
LIM,2018,1,Sunday,1/7/2018,20,21,18
LIM,2018,1,Sunday,1/7/2018,21,9,8
LIM,2018,1,Sunday,1/7/2018,22,4,1
LIM,2018,1,Sunday,1/7/2018,23,1,1
LIM,2018,2,Monday,1/8/2018,10,8,8
LIM,2018,2,Monday,1/8/2018,11,5,4
LIM,2018,2,Monday,1/8/2018,12,14,12
LIM,2018,2,Monday,1/8/2018,13,13,13
LIM,2018,2,Monday,1/8/2018,14,6,6
LIM,2018,2,Monday,1/8/2018,15,8,8
LIM,2018,2,Monday,1/8/2018,16,4,4
LIM,2018,2,Monday,1/8/2018,17,6,5
LIM,2018,2,Monday,1/8/2018,18,10,8
LIM,2018,2,Monday,1/8/2018,19,15,14
LIM,2018,2,Monday,1/8/2018,20,19,16
LIM,2018,2,Monday,1/8/2018,21,11,9
LIM,2018,2,Monday,1/8/2018,22,4,4
LIM,2018,2,Monday,1/8/2018,23,4,2
LIM,2018,2,Tuesday,1/9/2018,9,2,2
LIM,2018,2,Tuesday,1/9/2018,10,4,4
LIM,2018,2,Tuesday,1/9/2018,11,3,3
LIM,2018,2,Tuesday,1/9/2018,12,11,10
LIM,2018,2,Tuesday,1/9/2018,13,11,11
LIM,2018,2,Tuesday,1/9/2018,14,9,8
LIM,2018,2,Tuesday,1/9/2018,15,10,8
LIM,2018,2,Tuesday,1/9/2018,16,5,3
LIM,2018,2,Tuesday,1/9/2018,17,7,7
LIM,2018,2,Tuesday,1/9/2018,18,7,5
LIM,2018,2,Tuesday,1/9/2018,19,21,19
LIM,2018,2,Tuesday,1/9/2018,20,16,13
LIM,2018,2,Tuesday,1/9/2018,21,11,9
LIM,2018,2,Tuesday,1/9/2018,22,11,8
LIM,2018,2,Tuesday,1/9/2018,23,1,1
LIM,2018,2,Wednesday,1/10/2018,9,1,1
LIM,2018,2,Wednesday,1/10/2018,10,7,5
LIM,2018,2,Wednesday,1/10/2018,11,6,4
LIM,2018,2,Wednesday,1/10/2018,12,13,10
LIM,2018,2,Wednesday,1/10/2018,13,11,11
LIM,2018,2,Wednesday,1/10/2018,14,8,8
LIM,2018,2,Wednesday,1/10/2018,15,8,7
LIM,2018,2,Wednesday,1/10/2018,16,4,1
LIM,2018,2,Wednesday,1/10/2018,17,5,5
LIM,2018,2,Wednesday,1/10/2018,18,2,1
LIM,2018,2,Wednesday,1/10/2018,19,24,21
LIM,2018,2,Wednesday,1/10/2018,20,15,13
LIM,2018,2,Wednesday,1/10/2018,21,15,12
LIM,2018,2,Wednesday,1/10/2018,22,4,2
LIM,2018,2,Wednesday,1/10/2018,23,1,1
LIM,2018,2,Thursday,1/11/2018,9,3,3
LIM,2018,2,Thursday,1/11/2018,10,6,4
LIM,2018,2,Thursday,1/11/2018,11,2,1
LIM,2018,2,Thursday,1/11/2018,12,15,15
LIM,2018,2,Thursday,1/11/2018,13,10,10
LIM,2018,2,Thursday,1/11/2018,14,6,6
LIM,2018,2,Thursday,1/11/2018,15,4,4
LIM,2018,2,Thursday,1/11/2018,16,3,2
LIM,2018,2,Thursday,1/11/2018,17,6,6
LIM,2018,2,Thursday,1/11/2018,18,7,5
LIM,2018,2,Thursday,1/11/2018,19,8,7
LIM,2018,2,Thursday,1/11/2018,20,17,17
LIM,2018,2,Thursday,1/11/2018,21,9,8
LIM,2018,2,Thursday,1/11/2018,22,8,8
LIM,2018,2,Thursday,1/11/2018,23,2,2
LIM,2018,2,Friday,1/12/2018,9,1,1
LIM,2018,2,Friday,1/12/2018,10,7,7
LIM,2018,2,Friday,1/12/2018,11,7,7
LIM,2018,2,Friday,1/12/2018,12,11,11
LIM,2018,2,Friday,1/12/2018,13,13,13
LIM,2018,2,Friday,1/12/2018,14,13,11
LIM,2018,2,Friday,1/12/2018,15,11,11
LIM,2018,2,Friday,1/12/2018,16,6,6
LIM,2018,2,Friday,1/12/2018,17,3,3
LIM,2018,2,Friday,1/12/2018,18,7,7
LIM,2018,2,Friday,1/12/2018,19,13,12
LIM,2018,2,Friday,1/12/2018,20,12,12
LIM,2018,2,Friday,1/12/2018,21,15,15
LIM,2018,2,Friday,1/12/2018,22,11,10
LIM,2018,2,Friday,1/12/2018,23,5,1
LIM,2018,2,Saturday,1/13/2018,9,1,1
LIM,2018,2,Saturday,1/13/2018,10,8,8
LIM,2018,2,Saturday,1/13/2018,11,9,8
LIM,2018,2,Saturday,1/13/2018,12,13,12
LIM,2018,2,Saturday,1/13/2018,13,20,19
LIM,2018,2,Saturday,1/13/2018,14,10,9
LIM,2018,2,Saturday,1/13/2018,15,8,8
LIM,2018,2,Saturday,1/13/2018,16,7,6
LIM,2018,2,Saturday,1/13/2018,17,7,7
LIM,2018,2,Saturday,1/13/2018,18,8,6
LIM,2018,2,Saturday,1/13/2018,19,13,12
LIM,2018,2,Saturday,1/13/2018,20,22,20
LIM,2018,2,Saturday,1/13/2018,21,12,12
LIM,2018,2,Saturday,1/13/2018,22,10,10
LIM,2018,2,Saturday,1/13/2018,23,3,2
LIM,2018,2,Sunday,1/14/2018,10,5,4
LIM,2018,2,Sunday,1/14/2018,11,6,6
LIM,2018,2,Sunday,1/14/2018,12,16,15
LIM,2018,2,Sunday,1/14/2018,13,13,12
LIM,2018,2,Sunday,1/14/2018,14,16,16
LIM,2018,2,Sunday,1/14/2018,15,16,16
LIM,2018,2,Sunday,1/14/2018,16,5,4
LIM,2018,2,Sunday,1/14/2018,17,7,7
LIM,2018,2,Sunday,1/14/2018,18,7,7
LIM,2018,2,Sunday,1/14/2018,19,16,15
LIM,2018,2,Sunday,1/14/2018,20,28,25
LIM,2018,2,Sunday,1/14/2018,21,15,15
LIM,2018,2,Sunday,1/14/2018,22,14,11
LIM,2018,2,Sunday,1/14/2018,23,3,0
LIM,2018,3,Monday,1/15/2018,9,3,3
LIM,2018,3,Monday,1/15/2018,10,11,7
LIM,2018,3,Monday,1/15/2018,11,8,7
LIM,2018,3,Monday,1/15/2018,12,19,19
LIM,2018,3,Monday,1/15/2018,13,18,14
LIM,2018,3,Monday,1/15/2018,14,9,6
LIM,2018,3,Monday,1/15/2018,15,9,9
LIM,2018,3,Monday,1/15/2018,16,7,6
LIM,2018,3,Monday,1/15/2018,17,4,4
LIM,2018,3,Monday,1/15/2018,18,7,7
LIM,2018,3,Monday,1/15/2018,19,27,25
LIM,2018,3,Monday,1/15/2018,20,21,19
LIM,2018,3,Monday,1/15/2018,21,13,13
LIM,2018,3,Monday,1/15/2018,22,6,4
LIM,2018,3,Tuesday,1/16/2018,9,5,4
LIM,2018,3,Tuesday,1/16/2018,10,11,11
LIM,2018,3,Tuesday,1/16/2018,11,9,9
LIM,2018,3,Tuesday,1/16/2018,12,13,12
LIM,2018,3,Tuesday,1/16/2018,13,13,13
LIM,2018,3,Tuesday,1/16/2018,14,9,9
LIM,2018,3,Tuesday,1/16/2018,15,6,6
LIM,2018,3,Tuesday,1/16/2018,16,6,5
LIM,2018,3,Tuesday,1/16/2018,17,10,10
LIM,2018,3,Tuesday,1/16/2018,18,7,6
LIM,2018,3,Tuesday,1/16/2018,19,14,14
LIM,2018,3,Tuesday,1/16/2018,20,30,27
LIM,2018,3,Tuesday,1/16/2018,21,16,15
LIM,2018,3,Tuesday,1/16/2018,22,6,5
LIM,2018,3,Tuesday,1/16/2018,23,3,3
LIM,2018,3,Wednesday,1/17/2018,10,6,5
LIM,2018,3,Wednesday,1/17/2018,11,14,13
LIM,2018,3,Wednesday,1/17/2018,12,26,19
LIM,2018,3,Wednesday,1/17/2018,13,8,8
LIM,2018,3,Wednesday,1/17/2018,14,10,9
LIM,2018,3,Wednesday,1/17/2018,15,13,11
LIM,2018,3,Wednesday,1/17/2018,16,11,10
LIM,2018,3,Wednesday,1/17/2018,17,10,9
LIM,2018,3,Wednesday,1/17/2018,18,10,8
LIM,2018,3,Wednesday,1/17/2018,19,25,24
LIM,2018,3,Wednesday,1/17/2018,20,27,24
LIM,2018,3,Wednesday,1/17/2018,21,26,23
LIM,2018,3,Wednesday,1/17/2018,22,15,10
LIM,2018,3,Wednesday,1/17/2018,23,5,2
LIM,2018,3,Thursday,1/18/2018,9,2,2
LIM,2018,3,Thursday,1/18/2018,10,10,10
LIM,2018,3,Thursday,1/18/2018,11,9,9
LIM,2018,3,Thursday,1/18/2018,12,16,16
LIM,2018,3,Thursday,1/18/2018,13,18,16
LIM,2018,3,Thursday,1/18/2018,14,13,13
LIM,2018,3,Thursday,1/18/2018,15,13,9
LIM,2018,3,Thursday,1/18/2018,16,9,8
LIM,2018,3,Thursday,1/18/2018,17,7,7
LIM,2018,3,Thursday,1/18/2018,18,8,8
LIM,2018,3,Thursday,1/18/2018,19,23,21
LIM,2018,3,Thursday,1/18/2018,20,25,22
LIM,2018,3,Thursday,1/18/2018,21,21,20
LIM,2018,3,Thursday,1/18/2018,22,9,8
LIM,2018,3,Thursday,1/18/2018,23,9,3
LIM,2018,3,Friday,1/19/2018,9,2,2
LIM,2018,3,Friday,1/19/2018,10,14,13
LIM,2018,3,Friday,1/19/2018,11,12,12
LIM,2018,3,Friday,1/19/2018,12,19,14
LIM,2018,3,Friday,1/19/2018,13,14,13
LIM,2018,3,Friday,1/19/2018,14,17,14
LIM,2018,3,Friday,1/19/2018,15,11,9
LIM,2018,3,Friday,1/19/2018,16,6,6
LIM,2018,3,Friday,1/19/2018,17,11,9
LIM,2018,3,Friday,1/19/2018,18,7,7
LIM,2018,3,Friday,1/19/2018,19,19,16
LIM,2018,3,Friday,1/19/2018,20,29,25
LIM,2018,3,Friday,1/19/2018,21,18,14
LIM,2018,3,Friday,1/19/2018,22,14,13
LIM,2018,3,Friday,1/19/2018,23,5,2
LIM,2018,3,Saturday,1/20/2018,10,4,4
LIM,2018,3,Saturday,1/20/2018,11,6,5
LIM,2018,3,Saturday,1/20/2018,12,29,27
LIM,2018,3,Saturday,1/20/2018,13,22,21
LIM,2018,3,Saturday,1/20/2018,14,15,15
LIM,2018,3,Saturday,1/20/2018,15,8,7
LIM,2018,3,Saturday,1/20/2018,16,19,16
LIM,2018,3,Saturday,1/20/2018,17,10,9
LIM,2018,3,Saturday,1/20/2018,18,11,11
LIM,2018,3,Saturday,1/20/2018,19,27,27
LIM,2018,3,Saturday,1/20/2018,20,32,30
LIM,2018,3,Saturday,1/20/2018,21,23,21
LIM,2018,3,Saturday,1/20/2018,22,19,16
LIM,2018,3,Saturday,1/20/2018,23,3,1
LIM,2018,3,Sunday,1/21/2018,9,1,1
LIM,2018,3,Sunday,1/21/2018,10,11,11
LIM,2018,3,Sunday,1/21/2018,11,10,7
LIM,2018,3,Sunday,1/21/2018,12,29,27
LIM,2018,3,Sunday,1/21/2018,13,32,25
LIM,2018,3,Sunday,1/21/2018,14,32,31
LIM,2018,3,Sunday,1/21/2018,15,16,13
LIM,2018,3,Sunday,1/21/2018,16,19,15
LIM,2018,3,Sunday,1/21/2018,17,21,17
LIM,2018,3,Sunday,1/21/2018,18,14,13
LIM,2018,3,Sunday,1/21/2018,19,26,19
LIM,2018,3,Sunday,1/21/2018,20,34,31
LIM,2018,3,Sunday,1/21/2018,21,16,14
LIM,2018,3,Sunday,1/21/2018,22,19,15
LIM,2018,3,Sunday,1/21/2018,23,3,2
LIM,2018,4,Monday,1/22/2018,9,3,3
LIM,2018,4,Monday,1/22/2018,10,12,12
LIM,2018,4,Monday,1/22/2018,11,19,17
LIM,2018,4,Monday,1/22/2018,12,23,19
LIM,2018,4,Monday,1/22/2018,13,18,15
LIM,2018,4,Monday,1/22/2018,14,26,20
LIM,2018,4,Monday,1/22/2018,15,15,13
LIM,2018,4,Monday,1/22/2018,16,14,13
LIM,2018,4,Monday,1/22/2018,17,10,9
LIM,2018,4,Monday,1/22/2018,18,14,14
LIM,2018,4,Monday,1/22/2018,19,23,23
LIM,2018,4,Monday,1/22/2018,20,30,29
LIM,2018,4,Monday,1/22/2018,21,19,16
LIM,2018,4,Monday,1/22/2018,22,10,8
LIM,2018,4,Monday,1/22/2018,23,1,1
LIM,2018,4,Tuesday,1/23/2018,9,5,5
LIM,2018,4,Tuesday,1/23/2018,10,11,11
LIM,2018,4,Tuesday,1/23/2018,11,18,16
LIM,2018,4,Tuesday,1/23/2018,12,20,17
LIM,2018,4,Tuesday,1/23/2018,13,26,21
LIM,2018,4,Tuesday,1/23/2018,14,11,11
LIM,2018,4,Tuesday,1/23/2018,15,16,15
LIM,2018,4,Tuesday,1/23/2018,16,11,11
LIM,2018,4,Tuesday,1/23/2018,17,14,13
LIM,2018,4,Tuesday,1/23/2018,18,13,12
LIM,2018,4,Tuesday,1/23/2018,19,29,27
LIM,2018,4,Tuesday,1/23/2018,20,29,24
LIM,2018,4,Tuesday,1/23/2018,21,21,19
LIM,2018,4,Tuesday,1/23/2018,22,10,8
LIM,2018,4,Tuesday,1/23/2018,23,2,1
LIM,2018,4,Wednesday,1/24/2018,9,2,2
LIM,2018,4,Wednesday,1/24/2018,10,11,10
LIM,2018,4,Wednesday,1/24/2018,11,14,13
LIM,2018,4,Wednesday,1/24/2018,12,19,18
LIM,2018,4,Wednesday,1/24/2018,13,33,30
LIM,2018,4,Wednesday,1/24/2018,14,18,14
LIM,2018,4,Wednesday,1/24/2018,15,21,17
LIM,2018,4,Wednesday,1/24/2018,16,12,11
LIM,2018,4,Wednesday,1/24/2018,17,17,17
LIM,2018,4,Wednesday,1/24/2018,18,12,11
LIM,2018,4,Wednesday,1/24/2018,19,19,19
LIM,2018,4,Wednesday,1/24/2018,20,38,34
LIM,2018,4,Wednesday,1/24/2018,21,15,13
LIM,2018,4,Wednesday,1/24/2018,22,9,6
LIM,2018,4,Wednesday,1/24/2018,23,4,1
LIM,2018,4,Thursday,1/25/2018,9,3,2
LIM,2018,4,Thursday,1/25/2018,10,22,19
LIM,2018,4,Thursday,1/25/2018,11,15,14
LIM,2018,4,Thursday,1/25/2018,12,23,17
LIM,2018,4,Thursday,1/25/2018,13,17,15
LIM,2018,4,Thursday,1/25/2018,14,18,18
LIM,2018,4,Thursday,1/25/2018,15,9,8
LIM,2018,4,Thursday,1/25/2018,16,14,13
LIM,2018,4,Thursday,1/25/2018,17,16,13
LIM,2018,4,Thursday,1/25/2018,18,19,16
LIM,2018,4,Thursday,1/25/2018,19,25,24
LIM,2018,4,Thursday,1/25/2018,20,32,31
LIM,2018,4,Thursday,1/25/2018,21,22,21
LIM,2018,4,Thursday,1/25/2018,22,17,16
LIM,2018,4,Thursday,1/25/2018,23,1,1
LIM,2018,4,Friday,1/26/2018,9,11,9
LIM,2018,4,Friday,1/26/2018,10,25,20
LIM,2018,4,Friday,1/26/2018,11,26,22
LIM,2018,4,Friday,1/26/2018,12,28,26
LIM,2018,4,Friday,1/26/2018,13,22,22
LIM,2018,4,Friday,1/26/2018,14,24,22
LIM,2018,4,Friday,1/26/2018,15,25,20
LIM,2018,4,Friday,1/26/2018,16,12,9
LIM,2018,4,Friday,1/26/2018,17,15,12
LIM,2018,4,Friday,1/26/2018,18,17,14
LIM,2018,4,Friday,1/26/2018,19,29,28
LIM,2018,4,Friday,1/26/2018,20,31,29
LIM,2018,4,Friday,1/26/2018,21,26,23
LIM,2018,4,Friday,1/26/2018,22,18,14
LIM,2018,4,Friday,1/26/2018,23,3,3
LIM,2018,4,Saturday,1/27/2018,9,1,1
LIM,2018,4,Saturday,1/27/2018,10,15,13
LIM,2018,4,Saturday,1/27/2018,11,15,12
LIM,2018,4,Saturday,1/27/2018,12,34,33
LIM,2018,4,Saturday,1/27/2018,13,33,33
LIM,2018,4,Saturday,1/27/2018,14,18,18
LIM,2018,4,Saturday,1/27/2018,15,27,24
LIM,2018,4,Saturday,1/27/2018,16,11,9
LIM,2018,4,Saturday,1/27/2018,17,19,15
LIM,2018,4,Saturday,1/27/2018,18,11,11
LIM,2018,4,Saturday,1/27/2018,19,28,25
LIM,2018,4,Saturday,1/27/2018,20,40,40
LIM,2018,4,Saturday,1/27/2018,21,29,23
LIM,2018,4,Saturday,1/27/2018,22,17,14
LIM,2018,4,Saturday,1/27/2018,23,10,4
LIM,2018,4,Sunday,1/28/2018,9,3,3
LIM,2018,4,Sunday,1/28/2018,10,6,5
LIM,2018,4,Sunday,1/28/2018,11,20,16
LIM,2018,4,Sunday,1/28/2018,12,32,26
LIM,2018,4,Sunday,1/28/2018,13,44,35
LIM,2018,4,Sunday,1/28/2018,14,20,16
LIM,2018,4,Sunday,1/28/2018,15,24,24
LIM,2018,4,Sunday,1/28/2018,16,23,21
LIM,2018,4,Sunday,1/28/2018,17,22,18
LIM,2018,4,Sunday,1/28/2018,18,26,24
LIM,2018,4,Sunday,1/28/2018,19,45,42
LIM,2018,4,Sunday,1/28/2018,20,27,26
LIM,2018,4,Sunday,1/28/2018,21,40,32
LIM,2018,4,Sunday,1/28/2018,22,13,11
LIM,2018,4,Sunday,1/28/2018,23,5,4
LIM,2018,5,Monday,1/29/2018,9,8,8
LIM,2018,5,Monday,1/29/2018,10,21,19
LIM,2018,5,Monday,1/29/2018,11,23,21
LIM,2018,5,Monday,1/29/2018,12,29,26
LIM,2018,5,Monday,1/29/2018,13,24,18
LIM,2018,5,Monday,1/29/2018,14,32,28
LIM,2018,5,Monday,1/29/2018,15,25,22
LIM,2018,5,Monday,1/29/2018,16,19,14
LIM,2018,5,Monday,1/29/2018,17,18,14
LIM,2018,5,Monday,1/29/2018,18,19,17
LIM,2018,5,Monday,1/29/2018,19,28,26
LIM,2018,5,Monday,1/29/2018,20,38,27
LIM,2018,5,Monday,1/29/2018,21,18,17
LIM,2018,5,Monday,1/29/2018,22,10,10
LIM,2018,5,Monday,1/29/2018,23,2,1
LIM,2018,5,Tuesday,1/30/2018,9,7,7
LIM,2018,5,Tuesday,1/30/2018,10,28,25
LIM,2018,5,Tuesday,1/30/2018,11,25,21
LIM,2018,5,Tuesday,1/30/2018,12,40,31
LIM,2018,5,Tuesday,1/30/2018,13,34,29
LIM,2018,5,Tuesday,1/30/2018,14,26,23
LIM,2018,5,Tuesday,1/30/2018,15,24,21
LIM,2018,5,Tuesday,1/30/2018,16,24,20
LIM,2018,5,Tuesday,1/30/2018,17,28,23
LIM,2018,5,Tuesday,1/30/2018,18,16,12
LIM,2018,5,Tuesday,1/30/2018,19,34,26
LIM,2018,5,Tuesday,1/30/2018,20,34,30
LIM,2018,5,Tuesday,1/30/2018,21,27,25
LIM,2018,5,Tuesday,1/30/2018,22,12,12
LIM,2018,5,Tuesday,1/30/2018,23,1,1
LIM,2018,5,Wednesday,1/31/2018,9,10,10
LIM,2018,5,Wednesday,1/31/2018,10,37,30
LIM,2018,5,Wednesday,1/31/2018,11,35,32
LIM,2018,5,Wednesday,1/31/2018,12,42,36
LIM,2018,5,Wednesday,1/31/2018,13,32,28
LIM,2018,5,Wednesday,1/31/2018,14,31,26
LIM,2018,5,Wednesday,1/31/2018,15,28,22
LIM,2018,5,Wednesday,1/31/2018,16,25,22
LIM,2018,5,Wednesday,1/31/2018,17,20,15
LIM,2018,5,Wednesday,1/31/2018,18,25,22
LIM,2018,5,Wednesday,1/31/2018,19,33,29
LIM,2018,5,Wednesday,1/31/2018,20,45,39
LIM,2018,5,Wednesday,1/31/2018,21,22,20
LIM,2018,5,Wednesday,1/31/2018,22,18,11
LIM,2018,5,Wednesday,1/31/2018,23,3,0
LIM,2018,5,Thursday,2/1/2018,9,61,53
LIM,2018,5,Thursday,2/1/2018,10,111,90
LIM,2018,5,Thursday,2/1/2018,11,105,87
LIM,2018,5,Thursday,2/1/2018,12,111,95
LIM,2018,5,Thursday,2/1/2018,13,108,87
LIM,2018,5,Thursday,2/1/2018,14,91,73
LIM,2018,5,Thursday,2/1/2018,15,115,79
LIM,2018,5,Thursday,2/1/2018,16,71,64
LIM,2018,5,Thursday,2/1/2018,17,73,60
LIM,2018,5,Thursday,2/1/2018,18,71,55
LIM,2018,5,Thursday,2/1/2018,19,81,67
LIM,2018,5,Thursday,2/1/2018,20,75,59
LIM,2018,5,Thursday,2/1/2018,21,46,19
LIM,2018,5,Thursday,2/1/2018,22,16,9
LIM,2018,5,Thursday,2/1/2018,23,2,0
LIM,2018,5,Friday,2/2/2018,9,104,96
LIM,2018,5,Friday,2/2/2018,10,143,113
LIM,2018,5,Friday,2/2/2018,11,149,100
LIM,2018,5,Friday,2/2/2018,12,144,119
LIM,2018,5,Friday,2/2/2018,13,125,110
LIM,2018,5,Friday,2/2/2018,14,94,79
LIM,2018,5,Friday,2/2/2018,15,115,94
LIM,2018,5,Friday,2/2/2018,16,114,91
LIM,2018,5,Friday,2/2/2018,17,95,64
LIM,2018,5,Friday,2/2/2018,18,75,61
LIM,2018,5,Friday,2/2/2018,19,66,46
LIM,2018,5,Friday,2/2/2018,20,64,55
LIM,2018,5,Friday,2/2/2018,21,55,47
LIM,2018,5,Friday,2/2/2018,22,41,26
LIM,2018,5,Friday,2/2/2018,23,12,3
LIM,2018,5,Saturday,2/3/2018,9,29,29
LIM,2018,5,Saturday,2/3/2018,10,62,55
LIM,2018,5,Saturday,2/3/2018,11,77,68
LIM,2018,5,Saturday,2/3/2018,12,69,63
LIM,2018,5,Saturday,2/3/2018,13,79,69
LIM,2018,5,Saturday,2/3/2018,14,66,56
LIM,2018,5,Saturday,2/3/2018,15,68,50
LIM,2018,5,Saturday,2/3/2018,16,76,51
LIM,2018,5,Saturday,2/3/2018,17,54,39
LIM,2018,5,Saturday,2/3/2018,18,52,36
LIM,2018,5,Saturday,2/3/2018,19,62,49
LIM,2018,5,Saturday,2/3/2018,20,66,54
LIM,2018,5,Saturday,2/3/2018,21,65,54
LIM,2018,5,Saturday,2/3/2018,22,28,24
LIM,2018,5,Saturday,2/3/2018,23,12,7
LIM,2018,5,Sunday,2/4/2018,9,9,8
LIM,2018,5,Sunday,2/4/2018,10,31,27
LIM,2018,5,Sunday,2/4/2018,11,23,20
LIM,2018,5,Sunday,2/4/2018,12,45,39
LIM,2018,5,Sunday,2/4/2018,13,65,56
LIM,2018,5,Sunday,2/4/2018,14,50,39
LIM,2018,5,Sunday,2/4/2018,15,47,38
LIM,2018,5,Sunday,2/4/2018,16,49,42
LIM,2018,5,Sunday,2/4/2018,17,55,48
LIM,2018,5,Sunday,2/4/2018,18,55,41
LIM,2018,5,Sunday,2/4/2018,19,70,56
LIM,2018,5,Sunday,2/4/2018,20,62,51
LIM,2018,5,Sunday,2/4/2018,21,48,37
LIM,2018,5,Sunday,2/4/2018,22,24,14
LIM,2018,5,Sunday,2/4/2018,23,5,3
LIM,2018,6,Monday,2/5/2018,8,8,8
LIM,2018,6,Monday,2/5/2018,9,85,78
LIM,2018,6,Monday,2/5/2018,10,135,118
LIM,2018,6,Monday,2/5/2018,11,126,107
LIM,2018,6,Monday,2/5/2018,12,107,97
LIM,2018,6,Monday,2/5/2018,13,104,90
LIM,2018,6,Monday,2/5/2018,14,104,89
