city,date,weekday,hour,concat,SeasonalNaive,HoltWinters,Arima,TBATS
AQP,2021-01-11,Monday,0,AQP442070,0,0,0,0
AQP,2021-01-11,Monday,1,AQP442071,0,0,0,0
AQP,2021-01-11,Monday,2,AQP442072,0,0,0,0
AQP,2021-01-11,Monday,3,AQP442073,0,0,0,0
AQP,2021-01-11,Monday,5,AQP442075,0,0,0,0
AQP,2021-01-11,Monday,6,AQP442076,0,0,0,0
AQP,2021-01-11,Monday,7,AQP442077,0,0,0,0
AQP,2021-01-11,Monday,8,AQP442078,6,7,5,7
AQP,2021-01-11,Monday,9,AQP442079,16,17,14,17
AQP,2021-01-11,Monday,10,AQP4420710,24,25,20,25
AQP,2021-01-11,Monday,11,AQP4420711,50,52,42,52
AQP,2021-01-11,Monday,12,AQP4420712,134,139,113,139
AQP,2021-01-11,Monday,13,AQP4420713,151,157,128,157
AQP,2021-01-11,Monday,14,AQP4420714,117,122,99,121
AQP,2021-01-11,Monday,15,AQP4420715,87,91,73,90
AQP,2021-01-11,Monday,16,AQP4420716,68,70,57,70
AQP,2021-01-11,Monday,17,AQP4420717,97,100,81,100
AQP,2021-01-11,Monday,18,AQP4420718,140,145,118,145
AQP,2021-01-11,Monday,19,AQP4420719,210,218,177,217
AQP,2021-01-11,Monday,20,AQP4420720,171,177,144,177
AQP,2021-01-11,Monday,21,AQP4420721,61,63,51,63
AQP,2021-01-11,Monday,22,AQP4420722,15,16,13,15
AQP,2021-01-11,Monday,23,AQP4420723,0,0,0,0
AQP,2021-01-12,Tuesday,0,AQP442080,0,0,0,0
AQP,2021-01-12,Tuesday,1,AQP442081,0,0,0,0
AQP,2021-01-12,Tuesday,2,AQP442082,0,0,0,0
AQP,2021-01-12,Tuesday,3,AQP442083,0,0,0,0
AQP,2021-01-12,Tuesday,5,AQP442085,0,0,0,0
AQP,2021-01-12,Tuesday,6,AQP442086,0,0,0,0
AQP,2021-01-12,Tuesday,7,AQP442087,0,0,0,0
AQP,2021-01-12,Tuesday,8,AQP442088,10,11,8,7
AQP,2021-01-12,Tuesday,9,AQP442089,13,14,10,8
AQP,2021-01-12,Tuesday,10,AQP4420810,26,27,21,17
AQP,2021-01-12,Tuesday,11,AQP4420811,60,62,47,38
AQP,2021-01-12,Tuesday,12,AQP4420812,142,147,111,89
AQP,2021-01-12,Tuesday,13,AQP4420813,152,158,119,96
AQP,2021-01-12,Tuesday,14,AQP4420814,121,125,95,76
AQP,2021-01-12,Tuesday,15,AQP4420815,79,82,62,49
AQP,2021-01-12,Tuesday,16,AQP4420816,74,77,58,46
AQP,2021-01-12,Tuesday,17,AQP4420817,91,94,71,57
AQP,2021-01-12,Tuesday,18,AQP4420818,169,175,132,106
AQP,2021-01-12,Tuesday,19,AQP4420819,254,263,199,159
AQP,2021-01-12,Tuesday,20,AQP4420820,176,183,138,110
AQP,2021-01-12,Tuesday,21,AQP4420821,75,78,59,47
AQP,2021-01-12,Tuesday,22,AQP4420822,16,17,13,10
AQP,2021-01-12,Tuesday,23,AQP4420823,0,0,0,0
AQP,2021-01-13,Wednesday,0,AQP442090,0,0,0,0
AQP,2021-01-13,Wednesday,1,AQP442091,0,0,0,0
AQP,2021-01-13,Wednesday,2,AQP442092,0,0,0,0
AQP,2021-01-13,Wednesday,3,AQP442093,0,0,0,0
AQP,2021-01-13,Wednesday,5,AQP442095,0,0,0,0
AQP,2021-01-13,Wednesday,6,AQP442096,0,0,0,0
AQP,2021-01-13,Wednesday,7,AQP442097,0,0,0,0
AQP,2021-01-13,Wednesday,8,AQP442098,3,4,4,4
AQP,2021-01-13,Wednesday,9,AQP442099,8,9,10,9
AQP,2021-01-13,Wednesday,10,AQP4420910,15,16,17,15
AQP,2021-01-13,Wednesday,11,AQP4420911,37,39,44,38
AQP,2021-01-13,Wednesday,12,AQP4420912,86,91,103,89
AQP,2021-01-13,Wednesday,13,AQP4420913,95,101,114,98
AQP,2021-01-13,Wednesday,14,AQP4420914,68,73,82,70
AQP,2021-01-13,Wednesday,15,AQP4420915,52,55,62,54
AQP,2021-01-13,Wednesday,16,AQP4420916,45,48,54,47
AQP,2021-01-13,Wednesday,17,AQP4420917,54,58,65,56
AQP,2021-01-13,Wednesday,18,AQP4420918,105,111,125,108
AQP,2021-01-13,Wednesday,19,AQP4420919,147,156,175,151
AQP,2021-01-13,Wednesday,20,AQP4420920,108,115,129,111
AQP,2021-01-13,Wednesday,21,AQP4420921,46,49,55,48
AQP,2021-01-13,Wednesday,22,AQP4420922,10,11,12,10
AQP,2021-01-13,Wednesday,23,AQP4420923,0,0,0,0
AQP,2021-01-14,Thursday,0,AQP442100,0,0,0,0
AQP,2021-01-14,Thursday,1,AQP442101,0,0,0,0
AQP,2021-01-14,Thursday,2,AQP442102,0,0,0,0
AQP,2021-01-14,Thursday,3,AQP442103,0,0,0,0
AQP,2021-01-14,Thursday,5,AQP442105,0,0,0,0
AQP,2021-01-14,Thursday,6,AQP442106,0,0,0,0
AQP,2021-01-14,Thursday,7,AQP442107,0,0,0,0
AQP,2021-01-14,Thursday,8,AQP442108,6,7,7,7
AQP,2021-01-14,Thursday,9,AQP442109,11,12,13,12
AQP,2021-01-14,Thursday,10,AQP4421010,18,19,20,18
AQP,2021-01-14,Thursday,11,AQP4421011,45,48,51,46
AQP,2021-01-14,Thursday,12,AQP4421012,99,106,112,102
AQP,2021-01-14,Thursday,13,AQP4421013,114,121,128,117
AQP,2021-01-14,Thursday,14,AQP4421014,85,90,95,87
AQP,2021-01-14,Thursday,15,AQP4421015,56,60,63,58
AQP,2021-01-14,Thursday,16,AQP4421016,43,46,49,44
AQP,2021-01-14,Thursday,17,AQP4421017,59,63,67,61
AQP,2021-01-14,Thursday,18,AQP4421018,99,105,111,101
AQP,2021-01-14,Thursday,19,AQP4421019,129,137,145,132
AQP,2021-01-14,Thursday,20,AQP4421020,86,92,97,88
AQP,2021-01-14,Thursday,21,AQP4421021,31,33,35,32
AQP,2021-01-14,Thursday,22,AQP4421022,7,8,8,8
AQP,2021-01-14,Thursday,23,AQP4421023,0,0,0,0
AQP,2021-01-15,Friday,0,AQP442110,0,0,0,0
AQP,2021-01-15,Friday,1,AQP442111,0,0,0,0
AQP,2021-01-15,Friday,2,AQP442112,0,0,0,0
AQP,2021-01-15,Friday,3,AQP442113,0,0,0,0
AQP,2021-01-15,Friday,5,AQP442115,0,0,0,0
AQP,2021-01-15,Friday,6,AQP442116,0,0,0,0
AQP,2021-01-15,Friday,7,AQP442117,0,0,0,0
AQP,2021-01-15,Friday,8,AQP442118,3,3,3,3
AQP,2021-01-15,Friday,9,AQP442119,7,8,8,7
AQP,2021-01-15,Friday,10,AQP4421110,13,14,14,13
AQP,2021-01-15,Friday,11,AQP4421111,29,31,30,29
AQP,2021-01-15,Friday,12,AQP4421112,96,102,101,98
AQP,2021-01-15,Friday,13,AQP4421113,109,116,115,112
AQP,2021-01-15,Friday,14,AQP4421114,69,73,73,70
AQP,2021-01-15,Friday,15,AQP4421115,52,56,56,54
AQP,2021-01-15,Friday,16,AQP4421116,36,38,38,37
AQP,2021-01-15,Friday,17,AQP4421117,58,62,61,59
AQP,2021-01-15,Friday,18,AQP4421118,95,101,100,97
AQP,2021-01-15,Friday,19,AQP4421119,164,175,174,168
AQP,2021-01-15,Friday,20,AQP4421120,119,127,126,122
AQP,2021-01-15,Friday,21,AQP4421121,55,59,58,56
AQP,2021-01-15,Friday,22,AQP4421122,13,14,14,14
AQP,2021-01-15,Friday,23,AQP4421123,0,0,0,0
AQP,2021-01-16,Saturday,0,AQP442120,0,0,0,0
AQP,2021-01-16,Saturday,1,AQP442121,0,0,0,0
AQP,2021-01-16,Saturday,2,AQP442122,0,0,0,0
AQP,2021-01-16,Saturday,3,AQP442123,0,0,0,0
AQP,2021-01-16,Saturday,5,AQP442125,0,0,0,0
AQP,2021-01-16,Saturday,6,AQP442126,0,0,0,0
AQP,2021-01-16,Saturday,7,AQP442127,0,0,0,0
AQP,2021-01-16,Saturday,8,AQP442128,5,5,6,6
AQP,2021-01-16,Saturday,9,AQP442129,10,11,11,11
AQP,2021-01-16,Saturday,10,AQP4421210,13,14,14,15
AQP,2021-01-16,Saturday,11,AQP4421211,35,38,38,39
AQP,2021-01-16,Saturday,12,AQP4421212,87,92,94,96
AQP,2021-01-16,Saturday,13,AQP4421213,108,115,117,119
AQP,2021-01-16,Saturday,14,AQP4421214,80,85,86,88
AQP,2021-01-16,Saturday,15,AQP4421215,62,66,66,68
AQP,2021-01-16,Saturday,16,AQP4421216,48,51,51,53
AQP,2021-01-16,Saturday,17,AQP4421217,58,62,62,64
AQP,2021-01-16,Saturday,18,AQP4421218,86,92,93,95
AQP,2021-01-16,Saturday,19,AQP4421219,151,161,163,167
AQP,2021-01-16,Saturday,20,AQP4421220,122,130,131,135
AQP,2021-01-16,Saturday,21,AQP4421221,59,63,64,65
AQP,2021-01-16,Saturday,22,AQP4421222,18,19,20,20
AQP,2021-01-16,Saturday,23,AQP4421223,0,0,0,0
AQP,2021-01-17,Sunday,0,AQP442130,0,0,0,0
AQP,2021-01-17,Sunday,1,AQP442131,0,0,0,0
AQP,2021-01-17,Sunday,2,AQP442132,0,0,0,0
AQP,2021-01-17,Sunday,3,AQP442133,0,0,0,0
AQP,2021-01-17,Sunday,5,AQP442135,0,0,0,0
AQP,2021-01-17,Sunday,6,AQP442136,0,0,0,0
AQP,2021-01-17,Sunday,7,AQP442137,0,0,0,0
AQP,2021-01-17,Sunday,8,AQP442138,12,12,11,13
AQP,2021-01-17,Sunday,9,AQP442139,16,17,15,17
AQP,2021-01-17,Sunday,10,AQP4421310,18,19,17,19
AQP,2021-01-17,Sunday,11,AQP4421311,46,49,44,51
AQP,2021-01-17,Sunday,12,AQP4421312,138,145,133,151
AQP,2021-01-17,Sunday,13,AQP4421313,166,175,160,182
AQP,2021-01-17,Sunday,14,AQP4421314,129,137,125,142
AQP,2021-01-17,Sunday,15,AQP4421315,74,78,71,81
AQP,2021-01-17,Sunday,16,AQP4421316,54,57,52,59
AQP,2021-01-17,Sunday,17,AQP4421317,58,62,56,64
AQP,2021-01-17,Sunday,18,AQP4421318,116,122,112,127
AQP,2021-01-17,Sunday,19,AQP4421319,150,158,144,164
AQP,2021-01-17,Sunday,20,AQP4421320,95,100,92,105
AQP,2021-01-17,Sunday,21,AQP4421321,38,40,37,42
AQP,2021-01-17,Sunday,22,AQP4421322,9,10,9,10
AQP,2021-01-17,Sunday,23,AQP4421323,0,0,0,0
AQP,2021-01-18,Monday,0,AQP442140,0,0,0,0
AQP,2021-01-18,Monday,1,AQP442141,0,0,0,0
AQP,2021-01-18,Monday,2,AQP442142,0,0,0,0
AQP,2021-01-18,Monday,3,AQP442143,0,0,0,0
AQP,2021-01-18,Monday,5,AQP442145,0,0,0,0
AQP,2021-01-18,Monday,6,AQP442146,0,0,0,0
AQP,2021-01-18,Monday,7,AQP442147,0,0,0,0
AQP,2021-01-18,Monday,8,AQP442148,7,7,5,6
AQP,2021-01-18,Monday,9,AQP442149,16,17,13,16
AQP,2021-01-18,Monday,10,AQP4421410,25,26,20,23
AQP,2021-01-18,Monday,11,AQP4421411,51,54,42,49
AQP,2021-01-18,Monday,12,AQP4421412,136,142,111,130
AQP,2021-01-18,Monday,13,AQP4421413,154,161,126,147
AQP,2021-01-18,Monday,14,AQP4421414,119,125,97,113
AQP,2021-01-18,Monday,15,AQP4421415,88,93,72,84
AQP,2021-01-18,Monday,16,AQP4421416,69,72,56,66
AQP,2021-01-18,Monday,17,AQP4421417,98,103,80,94
AQP,2021-01-18,Monday,18,AQP4421418,142,149,116,136
AQP,2021-01-18,Monday,19,AQP4421419,213,223,174,203
AQP,2021-01-18,Monday,20,AQP4421420,173,182,142,166
AQP,2021-01-18,Monday,21,AQP4421421,62,65,51,59
AQP,2021-01-18,Monday,22,AQP4421422,15,16,12,14
AQP,2021-01-18,Monday,23,AQP4421423,0,0,0,0
AQP,2021-01-19,Tuesday,0,AQP442150,0,0,0,0
AQP,2021-01-19,Tuesday,1,AQP442151,0,0,0,0
AQP,2021-01-19,Tuesday,2,AQP442152,0,0,0,0
AQP,2021-01-19,Tuesday,3,AQP442153,0,0,0,0
AQP,2021-01-19,Tuesday,5,AQP442155,0,0,0,0
AQP,2021-01-19,Tuesday,6,AQP442156,0,0,0,0
AQP,2021-01-19,Tuesday,7,AQP442157,0,0,0,0
AQP,2021-01-19,Tuesday,8,AQP442158,11,11,8,6
AQP,2021-01-19,Tuesday,9,AQP442159,14,14,10,8
AQP,2021-01-19,Tuesday,10,AQP4421510,28,29,20,15
AQP,2021-01-19,Tuesday,11,AQP4421511,62,65,46,34
AQP,2021-01-19,Tuesday,12,AQP4421512,148,155,109,81
AQP,2021-01-19,Tuesday,13,AQP4421513,159,166,116,87
AQP,2021-01-19,Tuesday,14,AQP4421514,126,132,92,69
AQP,2021-01-19,Tuesday,15,AQP4421515,82,86,60,45
AQP,2021-01-19,Tuesday,16,AQP4421516,77,81,56,42
AQP,2021-01-19,Tuesday,17,AQP4421517,95,99,70,52
AQP,2021-01-19,Tuesday,18,AQP4421518,176,184,129,96
AQP,2021-01-19,Tuesday,19,AQP4421519,265,277,194,145
AQP,2021-01-19,Tuesday,20,AQP4421520,184,192,135,101
AQP,2021-01-19,Tuesday,21,AQP4421521,79,82,58,43
AQP,2021-01-19,Tuesday,22,AQP4421522,17,18,13,9
AQP,2021-01-19,Tuesday,23,AQP4421523,0,0,0,0
AQP,2021-01-20,Wednesday,0,AQP442160,0,0,0,0
AQP,2021-01-20,Wednesday,1,AQP442161,0,0,0,0
AQP,2021-01-20,Wednesday,2,AQP442162,0,0,0,0
AQP,2021-01-20,Wednesday,3,AQP442163,0,0,0,0
AQP,2021-01-20,Wednesday,5,AQP442165,0,0,0,0
AQP,2021-01-20,Wednesday,6,AQP442166,0,0,0,0
AQP,2021-01-20,Wednesday,7,AQP442167,0,0,0,0
AQP,2021-01-20,Wednesday,8,AQP442168,3,4,4,3
AQP,2021-01-20,Wednesday,9,AQP442169,8,9,10,8
AQP,2021-01-20,Wednesday,10,AQP4421610,15,16,18,14
AQP,2021-01-20,Wednesday,11,AQP4421611,37,40,45,36
AQP,2021-01-20,Wednesday,12,AQP4421612,86,93,104,83
AQP,2021-01-20,Wednesday,13,AQP4421613,95,103,115,92
AQP,2021-01-20,Wednesday,14,AQP4421614,69,74,82,66
AQP,2021-01-20,Wednesday,15,AQP4421615,52,56,63,50
AQP,2021-01-20,Wednesday,16,AQP4421616,45,49,55,44
AQP,2021-01-20,Wednesday,17,AQP4421617,55,59,66,53
AQP,2021-01-20,Wednesday,18,AQP4421618,105,114,127,102
AQP,2021-01-20,Wednesday,19,AQP4421619,147,159,177,142
AQP,2021-01-20,Wednesday,20,AQP4421620,109,117,130,105
AQP,2021-01-20,Wednesday,21,AQP4421621,46,50,56,45
AQP,2021-01-20,Wednesday,22,AQP4421622,10,11,12,10
AQP,2021-01-20,Wednesday,23,AQP4421623,0,0,0,0
AQP,2021-01-21,Thursday,0,AQP442170,0,0,0,0
AQP,2021-01-21,Thursday,1,AQP442171,0,0,0,0
AQP,2021-01-21,Thursday,2,AQP442172,0,0,0,0
AQP,2021-01-21,Thursday,3,AQP442173,0,0,0,0
AQP,2021-01-21,Thursday,5,AQP442175,0,0,0,0
AQP,2021-01-21,Thursday,6,AQP442176,0,0,0,0
AQP,2021-01-21,Thursday,7,AQP442177,0,0,0,0
AQP,2021-01-21,Thursday,8,AQP442178,7,8,7,6
AQP,2021-01-21,Thursday,9,AQP442179,13,14,13,11
AQP,2021-01-21,Thursday,10,AQP4421710,20,22,20,18
AQP,2021-01-21,Thursday,11,AQP4421711,51,55,52,44
AQP,2021-01-21,Thursday,12,AQP4421712,112,120,113,97
AQP,2021-01-21,Thursday,13,AQP4421713,129,138,130,111
AQP,2021-01-21,Thursday,14,AQP4421714,96,103,97,83
AQP,2021-01-21,Thursday,15,AQP4421715,64,68,64,55
AQP,2021-01-21,Thursday,16,AQP4421716,49,52,49,42
AQP,2021-01-21,Thursday,17,AQP4421717,67,72,67,58
AQP,2021-01-21,Thursday,18,AQP4421718,112,120,113,97
AQP,2021-01-21,Thursday,19,AQP4421719,146,156,147,126
AQP,2021-01-21,Thursday,20,AQP4421720,98,104,98,84
AQP,2021-01-21,Thursday,21,AQP4421721,36,38,36,31
AQP,2021-01-21,Thursday,22,AQP4421722,8,9,8,7
AQP,2021-01-21,Thursday,23,AQP4421723,0,0,0,0
TRU,2021-01-08,Friday,0,TRU442040,0,0,0,0
TRU,2021-01-08,Friday,1,TRU442041,0,0,0,0
TRU,2021-01-08,Friday,2,TRU442042,0,0,0,0
TRU,2021-01-08,Friday,3,TRU442043,0,0,0,0
TRU,2021-01-08,Friday,4,TRU442044,0,0,0,0
TRU,2021-01-08,Friday,7,TRU442047,0,0,0,0
TRU,2021-01-08,Friday,8,TRU442048,7,6,6,5
TRU,2021-01-08,Friday,9,TRU442049,10,8,8,8
TRU,2021-01-08,Friday,10,TRU4420410,8,7,6,6
TRU,2021-01-08,Friday,11,TRU4420411,12,10,9,9
TRU,2021-01-08,Friday,12,TRU4420412,62,53,50,49
TRU,2021-01-08,Friday,13,TRU4420413,72,62,59,57
TRU,2021-01-08,Friday,14,TRU4420414,52,44,42,41
TRU,2021-01-08,Friday,15,TRU4420415,43,37,35,34
TRU,2021-01-08,Friday,16,TRU4420416,38,33,31,30
TRU,2021-01-08,Friday,17,TRU4420417,47,40,38,37
TRU,2021-01-08,Friday,18,TRU4420418,80,69,65,63
TRU,2021-01-08,Friday,19,TRU4420419,141,121,115,112
TRU,2021-01-08,Friday,20,TRU4420420,123,105,100,97
TRU,2021-01-08,Friday,21,TRU4420421,82,70,67,65
TRU,2021-01-08,Friday,22,TRU4420422,34,29,28,27
TRU,2021-01-08,Friday,23,TRU4420423,2,2,2,2
TRU,2021-01-09,Saturday,0,TRU442050,0,0,0,0
TRU,2021-01-09,Saturday,1,TRU442051,0,0,0,0
TRU,2021-01-09,Saturday,2,TRU442052,0,0,0,0
TRU,2021-01-09,Saturday,3,TRU442053,0,0,0,0
TRU,2021-01-09,Saturday,4,TRU442054,0,0,0,0
TRU,2021-01-09,Saturday,7,TRU442057,0,0,0,0
TRU,2021-01-09,Saturday,8,TRU442058,12,9,11,9
TRU,2021-01-09,Saturday,9,TRU442059,14,11,13,11
TRU,2021-01-09,Saturday,10,TRU4420510,15,12,14,12
TRU,2021-01-09,Saturday,11,TRU4420511,24,19,22,19
TRU,2021-01-09,Saturday,12,TRU4420512,63,49,59,49
TRU,2021-01-09,Saturday,13,TRU4420513,76,59,71,60
TRU,2021-01-09,Saturday,14,TRU4420514,57,44,53,45
TRU,2021-01-09,Saturday,15,TRU4420515,39,30,36,30
TRU,2021-01-09,Saturday,16,TRU4420516,35,28,33,28
TRU,2021-01-09,Saturday,17,TRU4420517,38,30,36,30
TRU,2021-01-09,Saturday,18,TRU4420518,76,60,72,60
TRU,2021-01-09,Saturday,19,TRU4420519,159,124,149,125
TRU,2021-01-09,Saturday,20,TRU4420520,151,118,141,118
TRU,2021-01-09,Saturday,21,TRU4420521,96,75,90,75
TRU,2021-01-09,Saturday,22,TRU4420522,33,25,31,26
TRU,2021-01-09,Saturday,23,TRU4420523,4,3,3,3
TRU,2021-01-10,Sunday,0,TRU442060,0,0,0,0
TRU,2021-01-10,Sunday,1,TRU442061,0,0,0,0
TRU,2021-01-10,Sunday,2,TRU442062,0,0,0,0
TRU,2021-01-10,Sunday,3,TRU442063,0,0,0,0
TRU,2021-01-10,Sunday,4,TRU442064,0,0,0,0
TRU,2021-01-10,Sunday,7,TRU442067,0,0,0,0
TRU,2021-01-10,Sunday,8,TRU442068,21,15,15,18
TRU,2021-01-10,Sunday,9,TRU442069,21,16,16,19
TRU,2021-01-10,Sunday,10,TRU4420610,20,15,15,18
TRU,2021-01-10,Sunday,11,TRU4420611,32,23,24,28
TRU,2021-01-10,Sunday,12,TRU4420612,90,66,67,78
TRU,2021-01-10,Sunday,13,TRU4420613,116,85,87,100
TRU,2021-01-10,Sunday,14,TRU4420614,76,55,57,65
TRU,2021-01-10,Sunday,15,TRU4420615,48,35,36,41
TRU,2021-01-10,Sunday,16,TRU4420616,41,30,30,35
TRU,2021-01-10,Sunday,17,TRU4420617,48,36,36,42
TRU,2021-01-10,Sunday,18,TRU4420618,80,58,59,69
TRU,2021-01-10,Sunday,19,TRU4420619,149,109,111,129
TRU,2021-01-10,Sunday,20,TRU4420620,117,86,87,101
TRU,2021-01-10,Sunday,21,TRU4420621,66,49,50,57
TRU,2021-01-10,Sunday,22,TRU4420622,24,18,18,21
TRU,2021-01-10,Sunday,23,TRU4420623,0,0,0,0
TRU,2021-01-11,Monday,0,TRU442070,0,0,0,0
TRU,2021-01-11,Monday,1,TRU442071,0,0,0,0
TRU,2021-01-11,Monday,2,TRU442072,0,0,0,0
TRU,2021-01-11,Monday,3,TRU442073,0,0,0,0
TRU,2021-01-11,Monday,4,TRU442074,0,0,0,0
TRU,2021-01-11,Monday,7,TRU442077,0,0,0,0
TRU,2021-01-11,Monday,8,TRU442078,17,10,10,14
TRU,2021-01-11,Monday,9,TRU442079,19,11,11,16
TRU,2021-01-11,Monday,10,TRU4420710,21,12,12,18
TRU,2021-01-11,Monday,11,TRU4420711,37,22,21,31
TRU,2021-01-11,Monday,12,TRU4420712,75,44,44,64
TRU,2021-01-11,Monday,13,TRU4420713,93,55,54,79
TRU,2021-01-11,Monday,14,TRU4420714,68,40,39,58
TRU,2021-01-11,Monday,15,TRU4420715,46,27,27,39
TRU,2021-01-11,Monday,16,TRU4420716,45,27,26,39
TRU,2021-01-11,Monday,17,TRU4420717,62,36,36,53
TRU,2021-01-11,Monday,18,TRU4420718,100,58,58,85
TRU,2021-01-11,Monday,19,TRU4420719,214,125,124,181
TRU,2021-01-11,Monday,20,TRU4420720,205,120,119,174
TRU,2021-01-11,Monday,21,TRU4420721,122,71,71,103
TRU,2021-01-11,Monday,22,TRU4420722,55,32,32,47
TRU,2021-01-11,Monday,23,TRU4420723,8,4,4,7
TRU,2021-01-12,Tuesday,0,TRU442080,0,0,0,0
TRU,2021-01-12,Tuesday,1,TRU442081,0,0,0,0
TRU,2021-01-12,Tuesday,2,TRU442082,0,0,0,0
TRU,2021-01-12,Tuesday,3,TRU442083,0,0,0,0
TRU,2021-01-12,Tuesday,4,TRU442084,0,0,0,0
TRU,2021-01-12,Tuesday,7,TRU442087,0,0,0,0
TRU,2021-01-12,Tuesday,8,TRU442088,25,12,9,9
TRU,2021-01-12,Tuesday,9,TRU442089,28,13,10,10
TRU,2021-01-12,Tuesday,10,TRU4420810,23,11,8,8
TRU,2021-01-12,Tuesday,11,TRU4420811,40,19,14,14
TRU,2021-01-12,Tuesday,12,TRU4420812,114,53,41,41
TRU,2021-01-12,Tuesday,13,TRU4420813,130,61,47,47
TRU,2021-01-12,Tuesday,14,TRU4420814,84,39,30,30
TRU,2021-01-12,Tuesday,15,TRU4420815,59,28,22,21
TRU,2021-01-12,Tuesday,16,TRU4420816,62,29,22,22
TRU,2021-01-12,Tuesday,17,TRU4420817,81,37,29,29
TRU,2021-01-12,Tuesday,18,TRU4420818,141,65,51,51
TRU,2021-01-12,Tuesday,19,TRU4420819,270,126,98,97
TRU,2021-01-12,Tuesday,20,TRU4420820,246,114,89,89
TRU,2021-01-12,Tuesday,21,TRU4420821,134,62,49,48
TRU,2021-01-12,Tuesday,22,TRU4420822,53,25,19,19
TRU,2021-01-12,Tuesday,23,TRU4420823,7,3,3,3
TRU,2021-01-13,Wednesday,0,TRU442090,0,0,0,0
TRU,2021-01-13,Wednesday,1,TRU442091,0,0,0,0
TRU,2021-01-13,Wednesday,2,TRU442092,0,0,0,0
TRU,2021-01-13,Wednesday,3,TRU442093,0,0,0,0
TRU,2021-01-13,Wednesday,4,TRU442094,0,0,0,0
TRU,2021-01-13,Wednesday,7,TRU442097,0,0,0,0
TRU,2021-01-13,Wednesday,8,TRU442098,15,13,10,11
TRU,2021-01-13,Wednesday,9,TRU442099,16,14,11,12
TRU,2021-01-13,Wednesday,10,TRU4420910,15,13,10,11
TRU,2021-01-13,Wednesday,11,TRU4420911,21,18,14,15
TRU,2021-01-13,Wednesday,12,TRU4420912,52,44,34,37
TRU,2021-01-13,Wednesday,13,TRU4420913,62,53,41,45
TRU,2021-01-13,Wednesday,14,TRU4420914,49,42,32,35
TRU,2021-01-13,Wednesday,15,TRU4420915,30,25,19,21
TRU,2021-01-13,Wednesday,16,TRU4420916,32,27,21,23
TRU,2021-01-13,Wednesday,17,TRU4420917,47,40,31,34
TRU,2021-01-13,Wednesday,18,TRU4420918,73,62,48,52
TRU,2021-01-13,Wednesday,19,TRU4420919,146,124,95,104
TRU,2021-01-13,Wednesday,20,TRU4420920,140,119,91,100
TRU,2021-01-13,Wednesday,21,TRU4420921,81,69,53,58
TRU,2021-01-13,Wednesday,22,TRU4420922,32,27,21,23
TRU,2021-01-13,Wednesday,23,TRU4420923,5,4,3,3
TRU,2021-01-14,Thursday,0,TRU442100,0,0,0,0
TRU,2021-01-14,Thursday,1,TRU442101,0,0,0,0
TRU,2021-01-14,Thursday,2,TRU442102,0,0,0,0
TRU,2021-01-14,Thursday,3,TRU442103,0,0,0,0
TRU,2021-01-14,Thursday,4,TRU442104,0,0,0,0
TRU,2021-01-14,Thursday,7,TRU442107,0,0,0,0
TRU,2021-01-14,Thursday,8,TRU442108,16,14,12,12
TRU,2021-01-14,Thursday,9,TRU442109,19,16,14,15
TRU,2021-01-14,Thursday,10,TRU4421010,16,14,12,13
TRU,2021-01-14,Thursday,11,TRU4421011,26,22,19,21
TRU,2021-01-14,Thursday,12,TRU4421012,71,60,52,56
TRU,2021-01-14,Thursday,13,TRU4421013,82,70,60,64
TRU,2021-01-14,Thursday,14,TRU4421014,60,51,44,47
TRU,2021-01-14,Thursday,15,TRU4421015,44,38,32,35
TRU,2021-01-14,Thursday,16,TRU4421016,35,29,25,27
TRU,2021-01-14,Thursday,17,TRU4421017,53,45,38,41
TRU,2021-01-14,Thursday,18,TRU4421018,94,79,68,73
TRU,2021-01-14,Thursday,19,TRU4421019,137,116,100,107
TRU,2021-01-14,Thursday,20,TRU4421020,95,81,70,74
TRU,2021-01-14,Thursday,21,TRU4421021,54,45,39,42
TRU,2021-01-14,Thursday,22,TRU4421022,19,16,14,14
TRU,2021-01-14,Thursday,23,TRU4421023,0,0,0,0
TRU,2021-01-15,Friday,0,TRU442110,0,0,0,0
TRU,2021-01-15,Friday,1,TRU442111,0,0,0,0
TRU,2021-01-15,Friday,2,TRU442112,0,0,0,0
TRU,2021-01-15,Friday,3,TRU442113,0,0,0,0
TRU,2021-01-15,Friday,4,TRU442114,0,0,0,0
TRU,2021-01-15,Friday,7,TRU442117,0,0,0,0
TRU,2021-01-15,Friday,8,TRU442118,7,6,6,5
TRU,2021-01-15,Friday,9,TRU442119,11,8,8,8
TRU,2021-01-15,Friday,10,TRU4421110,8,7,7,6
TRU,2021-01-15,Friday,11,TRU4421111,13,10,10,9
TRU,2021-01-15,Friday,12,TRU4421112,67,53,52,49
TRU,2021-01-15,Friday,13,TRU4421113,78,62,61,57
TRU,2021-01-15,Friday,14,TRU4421114,57,44,44,41
TRU,2021-01-15,Friday,15,TRU4421115,47,37,36,34
TRU,2021-01-15,Friday,16,TRU4421116,42,33,33,31
TRU,2021-01-15,Friday,17,TRU4421117,51,40,40,37
TRU,2021-01-15,Friday,18,TRU4421118,87,69,68,64
TRU,2021-01-15,Friday,19,TRU4421119,154,121,120,112
TRU,2021-01-15,Friday,20,TRU4421120,134,105,105,98
TRU,2021-01-15,Friday,21,TRU4421121,89,70,70,65
